ISSN,IMPACT_FACTOR
1044-5463,2.9010000000000002
1383-7133,0.66
1037-6178,0.6729999999999999
0302-5144,0.9309999999999999
0018-8158,2.165
0916-9636,3.4389999999999996
1341-8998,0.765
1063-6692,3.11
0885-8985,1.36
1536-1225,3.448
2168-2356,1.538
2168-6831,4.9319999999999995
2327-4662,5.8629999999999995
2168-2194,3.85
2053-1583,7.042000000000001
1619-4500,1.206
1530-9932,2.6660000000000004
0889-325X,1.252
1556-4673,0.529
1550-4832,1.672
1468-0874,2.775
1735-6865,1.0190000000000001
0142-1123,3.1319999999999997
0168-1605,3.451
1562-2479,2.396
2314-436X,1.9040000000000001
1365-8816,2.37
1750-5836,4.078
1048-891X,2.1919999999999997
0020-7314,1.2919999999999998
0219-8436,0.9079999999999999
0360-3199,4.229
1537-209X,0.978
0747-7171,0.755
0960-894X,2.4419999999999997
0142-2782,1.6769999999999998
0006-355X,1.3159999999999998
0916-8451,1.255
0916-8451,1.255
1981-3163,0.40399999999999997
0736-6205,2.0980000000000003
0736-6205,2.0980000000000003
0734-9750,11.452
0885-4513,1.44
1398-5647,4.49
0006-3657,1.124
2472-1727,
1542-9733,1.244
1359-5237,1.194
1723-2007,2.138
1471-2105,2.213
1471-2407,3.2880000000000003
1471-2121,2.7689999999999997
1471-213X,2.427
1471-2148,3.0269999999999997
1471-2296,2.032
1472-6963,1.8430000000000002
0218-1266,0.595
0733-2459,2.392
0912-0009,2.404
1738-6586,2.8510000000000004
0967-5868,1.64
0732-183X,26.303
0091-2700,2.8810000000000002
0271-0749,3.134
1308-5727,1.163
0305-7518,0.752
0266-8254,1.4709999999999999
1550-2724,2.576
0308-1087,0.835
0024-4201,1.936
0267-8292,2.636
0267-8292,2.636
0024-4902,0.613
0024-4902,0.613
1063-777X,0.86
0885-6125,1.855
0932-8092,1.306
2168-6734,2.696
2168-6777,5.1770000000000005
2156-3381,3.075
0733-8716,7.172000000000001
0018-9200,4.075
2168-2372,1.754
1548-0992,0.502
1527-3342,2.9619999999999997
1070-986X,1.8980000000000001
1540-7993,1.239
1932-8184,4.337
1007-662X,0.748
0270-5060,0.9790000000000001
2314-8896,0.639
0022-1333,0.672
0393-0440,0.7120000000000001
2169-9275,2.7110000000000003
1802-6222,1.415
1539-8412,2.096
0891-9887,2.1830000000000003
1079-5006,4.902
0899-9457,1.423
0394-6320,2.117
0219-6220,1.755
1568-4156,1.837
1569-1713,1.896
0377-0257,2.293
1345-4773,0.56
1345-4773,0.56
0938-8974,2.108
1071-3581,3.847
0966-0429,1.912
0955-2863,4.414
1499-4046,2.571
1076-2752,1.355
1672-5182,0.569
2090-004X,1.68
1472-6939,1.969
1471-2369,2.395
1471-2202,2.173
1471-244X,2.419
2045-435X,2.385
0024-4074,3.1239999999999997
2047-9956,0.5379999999999999
0014-2980,4.248
1876-3820,0.698
0997-7546,1.984
0997-7546,1.984
1769-7212,2.004
1090-3801,2.991
0929-1873,1.466
2047-4873,4.542
1351-0754,2.6439999999999997
1616-5187,3.392
1862-832X,1.567
1022-1344,1.646
0953-1424,1.281
1024-1221,0.46299999999999997
0127-9084,0.65
1616-5047,1.443
1356-689X,2.33
0970-3950,0.611
2192-6506,3.205
0012-3692,7.652
0305-1862,1.699
1008-6234,0.325
0252-9599,0.392
0254-5861,0.659
0366-6999,1.5959999999999999
1297-3203,1.14
0899-0042,1.8330000000000002
0899-0042,1.8330000000000002
0009-4722,0.669
0009-5893,1.401
0009-5893,1.401
0022-1430,3.2
1570-7873,2.8
0368-2315,
0741-8329,2.425
1226-2617,1.556
1386-923X,0.682
1088-5412,2.213
1526-5161,4.8469999999999995
0192-415X,3.12
0193-1091,1.21
1454-4164,0.39
2333-0384,1.538
1842-2403,0.618
1526-5900,4.859
0885-3924,3.2489999999999997
1077-4114,1.06
0891-5245,1.45
1995-7645,1.6340000000000001
1531-1074,3.61
0004-6337,1.3219999999999998
1434-6028,1.536
1434-6060,1.393
0014-3057,3.741
1813-7253,3.091
0165-1587,1.6669999999999998
1687-4722,3.057
0071-3260,2.25
1751-7362,9.52
0924-2716,5.994
0333-7308,0.431
1520-9202,1.618
1520-9202,1.618
1594-4077,0.99
1088-4602,0.7140000000000001
0254-0223,0.55
1538-2931,1.056
1346-9843,2.895
0009-7330,15.210999999999999
0305-6120,0.40399999999999997
0007-8506,3.333
1863-0650,1.338
1863-0650,1.338
1814-9324,3.174
1076-0296,1.8519999999999999
0959-9851,1.635
0925-9864,1.13
1945-0265,1.181
0534-0012,0.392
1759-6653,3.94
1756-994X,8.898
0888-7543,2.91
1467-4866,1.7269999999999999
0016-7606,4.039
1947-5705,1.713
2005-307X,1.818
0309-1929,1.4169999999999998
0309-1929,1.4169999999999998
2049-6060,1.867
0375-6505,2.693
1444-1586,2.656
1049-9091,1.5330000000000001
0002-9343,5.117
1552-4825,2.2640000000000002
1931-857X,3.1639999999999997
0010-938X,4.862
0010-9312,1.9269999999999998
1310-1331,0.27
1631-0721,1.127
1631-0683,1.433
1040-9238,5.279
0735-2689,6.162000000000001
1040-8436,5.656000000000001
2095-5421,2.658
0161-1194,0.326
0921-7134,0.748
0178-2312,0.503
0021-9150,4.467
0261-1929,1.865
1680-7316,5.5089999999999995
1329-1947,1.371
0156-5788,1.036
0004-8666,1.766
0719-8000,
0158-9938,1.032
2072-7151,0.62
0891-6934,2.648
1368-4221,1.1520000000000001
0747-4938,1.218
0012-9682,3.75
2212-0416,4.395
0147-6513,3.9739999999999998
2156-5333,2.167
1346-8014,1.1340000000000001
1203-8407,0.9009999999999999
2090-1232,4.327
0197-6729,1.102
0197-6729,1.102
1096-2247,1.742
0021-8669,0.831
0021-8693,0.675
0925-8388,3.779
1075-5535,1.4980000000000002
1225-8563,1.033
1976-7277,0.611
0023-5954,0.632
1473-0197,5.995
0007-5027,1.222
0023-7213,0.155
1040-2381,1.016
1040-2381,1.016
2352-3018,11.355
1473-3099,25.148000000000003
0734-0664,1.439
0734-0664,1.439
2047-217X,7.267
1087-6596,0.6990000000000001
0894-1491,5.846
1354-1013,8.997
1744-8603,3.031
0959-6658,3.6639999999999997
2164-5698,2.9130000000000003
0898-929X,3.468
0021-9797,5.091
0735-7036,1.771
0735-7036,1.771
0218-396X,0.741
1066-5277,1.1909999999999998
1066-5277,1.1909999999999998
0192-8651,3.221
1569-8025,1.431
1877-7503,1.925
1943-0264,9.247
0122-5383,0.24100000000000002
1567-1739,2.0580000000000003
1566-5232,1.943
1389-2029,2.1719999999999997
1467-3037,2.267
1545-5955,3.667
0018-9316,3.909
1051-8215,3.5580000000000003
0278-0070,2.089
0098-3063,1.8019999999999998
1545-5971,4.41
1545-5971,4.41
0018-9383,2.62
1089-778X,8.124
1063-6706,8.415
2168-2291,2.563
0278-0046,7.05
1556-6013,5.824
0018-9456,2.7939999999999996
1536-125X,2.8569999999999998
1536-125X,2.8569999999999998
0018-9499,1.44
1305-8282,1.2919999999999998
0378-7796,2.8560000000000003
1040-0397,2.8510000000000004
1388-2481,4.66
1344-3542,1.074
1536-8378,1.36
1567-4223,2.582
1757-4676,10.293
1080-6040,7.422000000000001
0013-7006,0.599
0013-7006,0.599
0160-9327,0.5
0918-8959,1.911
0163-769X,15.545
1754-5692,30.066999999999997
1438-4221,3.298
0921-2973,3.833
1574-020X,0.6559999999999999
0161-1461,0.887
1863-8880,8.529
1054-660X,1.158
0327-0793,0.145
1999-3110,1.411
1687-2770,1.156
1538-4721,2.227
1443-9646,0.977
0093-934X,2.8510000000000004
1015-6305,6.187
0896-0267,2.7030000000000003
0894-1912,1.088
0168-3659,7.877000000000001
1010-5182,1.96
1296-2074,1.706
0022-0299,1.17
0022-0302,2.7489999999999997
1063-8016,0.231
0300-5712,3.77
2375-4699,0.33899999999999997
1073-0516,0.972
0362-5915,1.0
0098-3500,2.905
1049-3301,0.9309999999999999
1551-6857,2.019
1551-6857,2.019
1554-8929,4.592
2156-8952,3.5
2156-8952,3.5
2373-8227,4.325
2161-1653,6.131
1936-0851,13.709000000000001
2330-4022,6.88
1091-5397,0.7
0001-5113,0.725
0906-4710,0.894
0167-8019,0.91
1672-9145,2.224
0001-5296,0.8
0162-8828,9.455
1949-3029,6.235
2168-2216,5.131
0018-9545,4.4319999999999995
0018-9545,4.4319999999999995
2329-9290,2.95
1083-4435,3.9360000000000004
1083-4435,3.9360000000000004
1349-2543,0.475
0916-8516,1.09
1745-1337,0.337
0022-1481,1.6019999999999999
0022-149X,1.344
0168-8278,14.911
0022-1503,2.574
1381-1231,1.129
0022-5010,0.953
0022-5045,0.5
0890-3344,1.8359999999999999
0733-9429,2.08
1570-6443,2.0869999999999997
1570-6443,2.0869999999999997
1464-7141,1.797
1084-0699,1.5759999999999998
1755-9278,0.22899999999999998
1062-3701,0.535
0022-1759,2.19
1388-3127,1.3159999999999998
1226-086X,4.841
1049-8931,2.5
1674-4799,1.261
1748-0930,1.258
1748-0930,1.258
0217-9792,0.769
0129-1831,0.919
1422-0067,3.687
0020-7454,1.848
2040-7939,2.338
2040-7939,2.338
0894-3370,0.816
2047-3087,0.904
0307-0565,5.151
1053-5381,0.469
1019-6439,3.333
2222-3959,1.166
0882-2786,1.699
0960-7439,1.383
2211-3207,3.03
0165-5876,1.305
1110-662X,1.547
1687-9422,1.7180000000000002
2288-6206,3.7739999999999996
0091-2174,0.6809999999999999
1413-8670,2.083
0100-879X,1.492
1465-542X,6.142
1467-5463,6.3020000000000005
0967-4845,1.969
1750-8460,0.42200000000000004
0360-1323,4.539
1996-3599,1.673
0102-311X,0.971
0575-3317,1.2309999999999999
1520-541X,2.0
1090-5138,3.623
0014-3820,3.818
0353-9466,0.366
2053-2296,8.677999999999999
2059-7983,3.0989999999999998
0873-9749,1.625
1214-9705,0.8859999999999999
1581-6613,1.3330000000000002
0001-5709,1.085
1827-9635,0.7290000000000001
0236-5294,0.48100000000000004
0252-9602,0.6609999999999999
0894-9166,1.149
0001-6268,1.929
0001-6268,1.929
0307-6938,1.484
0390-6663,0.40399999999999997
1386-0291,1.9140000000000001
1058-4838,9.117
1092-1095,0.8809999999999999
0269-9206,1.1909999999999998
1198-743X,5.394
0362-5664,1.37
1388-2457,3.614
1869-1439,2.79
0887-6274,1.012
0009-921X,4.091
1475-0961,2.6
0094-1298,2.016
0255-660X,0.81
1876-0341,2.1180000000000003
1751-1577,3.484
1866-6892,1.6769999999999998
0141-8955,4.092
1793-5458,1.136
1355-6177,2.7769999999999997
1058-0360,1.713
1600-6135,6.492999999999999
0002-9645,0.833
0044-7749,0.066
0003-0082,0.9790000000000001
0939-4451,2.906
0212-9728,0.7559999999999999
0925-1030,0.8
0170-5334,0.88
0340-2096,0.731
0003-3022,6.523
0003-3219,1.5919999999999999
1570-7555,1.069
0022-3468,2.128
0022-3476,3.667
1612-4758,4.402
0022-3549,3.075
1948-7185,8.709
0022-3697,2.207
0022-3727,2.373
0894-3230,1.591
1138-7548,2.736
1880-6546,2.7569999999999997
0931-1785,0.823
0742-3098,11.613
0742-3098,11.613
1742-9145,1.655
0190-4167,0.565
0176-1617,2.833
1936-5209,0.62
1936-5209,0.62
8756-0879,1.3330000000000002
2000-656X,1.1
0973-8622,0.355
1341-1357,1.173
1535-3702,2.4130000000000003
0947-7349,1.6230000000000002
0723-4864,2.195
0891-6152,1.6869999999999998
0732-8818,0.8059999999999999
1471-2598,3.9739999999999998
1472-8214,3.5789999999999997
0266-4720,1.43
8756-758X,2.533
1742-464X,4.53
0168-6445,11.392000000000001
1567-1356,2.609
0146-8030,0.895
2210-7401,2.623
0770-3198,2.141
0143-5221,5.22
1546-2218,0.4
0378-3839,2.674
1530-7026,2.565
1866-9956,3.4789999999999996
0860-0953,0.4
2191-9542,0.736
0017-467X,1.9
1661-7207,0.691
0017-5749,17.016
1757-4749,2.8089999999999997
1303-5010,0.5579999999999999
0017-9078,0.993
1435-9448,2.805
2076-2615,1.6540000000000001
0003-3898,0.401
0003-3847,0.872
1013-9087,1.86
0013-8746,1.558
1573-4137,1.306
1528-4050,3.5439999999999996
0959-437X,4.995
1062-4821,3.37
1751-4258,2.073
1570-1794,1.69
0011-3840,1.7309999999999999
0011-3891,0.883
1063-5823,3.514
1063-5823,3.514
1540-7535,0.23199999999999998
1092-8480,2.633
1527-2729,3.562
1570-1611,2.0869999999999997
1570-1611,2.0869999999999997
1556-9527,0.888
1424-8581,1.587
0737-6782,4.305
0005-1144,0.217
1387-2532,1.176
1387-2532,1.176
1678-7544,0.41
1435-9529,1.825
0007-4861,1.48
2245-7070,0.636
0367-5211,1.615
0717-7917,0.56
0007-4977,1.847
0366-1326,0.064
0037-9409,1.262
0392-4432,0.154
2168-023X,0.59
1742-7835,2.659
0171-5445,0.20199999999999999
0166-4328,3.173
0140-525X,15.071
0731-5724,2.175
1527-3741,0.27699999999999997
1933-1711,2.615
1044-0305,2.8689999999999998
1868-5137,1.423
0003-2778,0.11800000000000001
0021-8790,4.459
0021-8790,4.459
0021-8820,2.033
2280-8000,1.3969999999999998
1065-8483,1.39
1600-5767,3.4219999999999997
0021-8901,5.742000000000001
1735-3572,1.09
0021-8936,2.127
8750-7587,3.2560000000000002
0017-9078,0.993
0017-9078,0.993
1353-8292,3.0
0268-1080,2.42
2368-738X,1.796
0378-5955,2.824
0947-7411,1.494
1083-4389,4.123
1109-9666,1.89
0278-0232,3.193
1991-7902,0.619
2314-6745,2.885
1023-6198,0.625
0193-2691,1.454
1040-7294,1.131
1363-2469,1.7630000000000001
0022-0493,1.936
1095-0680,1.896
0095-2443,0.7829999999999999
1975-0102,0.597
0013-4651,3.662
1043-4666,3.514
1465-3249,3.9930000000000003
1465-3249,3.9930000000000003
1758-0463,3.978
1125-7865,2.055
0109-5641,4.039
1091-4269,5.043
1751-8601,0.639
1751-8687,2.6180000000000003
1751-956X,1.3869999999999998
1751-8768,1.506
1751-8822,1.3359999999999999
1751-8849,0.873
0740-817X,1.7590000000000001
1471-678X,1.2770000000000001
0265-0754,1.358
0165-2478,2.436
0257-277X,2.487
1071-2690,1.4469999999999998
0258-851X,1.1159999999999999
1045-2249,3.347
0340-5443,2.4730000000000003
0376-6357,1.555
0376-6357,1.555
2190-4286,2.968
2190-4286,2.968
1521-6918,3.6319999999999997
0360-5442,4.968
2194-4288,3.175
0213-005X,1.7069999999999999
0969-9988,1.6130000000000002
0013-7944,2.58
1618-0240,2.385
1937-8629,0.217
0013-8703,1.454
0013-872X,0.456
1758-2229,2.885
1461-4103,1.349
1448-2517,2.923
1448-2517,2.923
1610-3653,3.125
1866-6280,1.435
1352-8505,0.8290000000000001
1078-7275,0.318
1092-8758,1.547
0046-225X,1.661
0899-7659,1.0170000000000001
0140-1963,1.989
0883-5403,3.338
1434-7229,1.224
1434-7229,1.224
1477-2019,2.326
1357-633X,3.0460000000000003
1246-7405,0.25
0892-7057,0.912
0929-5305,2.62
1093-7404,6.332999999999999
1043-6596,1.242
1195-1982,1.8
0742-4787,1.787
0266-4674,1.061
0948-695X,1.0659999999999998
1071-1023,1.314
0923-8174,0.5539999999999999
0099-1767,0.662
1556-2646,0.953
1720-8386,3.1660000000000004
0892-7790,2.0380000000000003
1526-6028,2.7319999999999998
2095-4956,3.886
1558-9250,0.6779999999999999
0022-0833,1.099
1601-5215,2.333
0962-4929,9.727
1230-2821,1.0390000000000001
1330-0075,1.071
0303-464X,1.105
1644-0692,0.44799999999999995
1807-8621,0.6920000000000001
0214-4840,2.021
0263-6174,0.609
0263-6174,0.609
0065-2296,1.3880000000000001
0971-4588,0.5429999999999999
0971-4502,0.474
0972-8538,0.096
0971-5916,1.508
0019-5413,0.98
0253-7613,0.902
0019-6061,1.145
1420-326X,1.158
1672-9072,3.1289999999999996
1064-1246,1.426
0925-9902,1.107
1079-9907,2.419
0896-4327,1.7280000000000002
1018-9068,3.457
0894-1939,1.122
0733-9437,1.6159999999999999
0733-9437,1.6159999999999999
0022-8567,0.299
0304-9914,0.684
2005-3711,0.86
0362-4803,1.423
1042-346X,1.597
0269-4042,2.9939999999999998
0091-6765,8.309
1342-078X,1.376
1364-8152,4.177
0893-6692,3.2539999999999996
2053-1400,3.6489999999999996
1353-4505,2.5540000000000003
0360-3016,5.553999999999999
0826-8185,1.065
0218-1940,0.397
0218-1940,0.397
1555-0265,3.384
1555-0265,3.384
0898-7564,0.366
0748-321X,0.85
1048-9002,1.777
1352-0504,4.237
0846-5371,1.0
0008-347X,0.948
0008-350X,1.8330000000000002
0008-4077,1.317
0840-8688,0.973
0706-652X,2.6310000000000002
0045-5067,1.8869999999999998
1712-9532,1.271
0008-4204,0.983
0008-4220,0.873
0703-8992,2.0
0319-5724,0.509
0008-428X,2.239
0008-4301,1.1840000000000002
0820-3946,6.21
0008-4476,0.945
0701-1784,1.574
2095-3941,4.607
1084-9785,1.682
0344-5704,2.8080000000000003
0929-1903,4.044
0735-7907,2.053
0008-5472,9.13
1598-2998,3.23
0008-543X,6.537000000000001
1548-5595,2.633
0924-3046,1.124
2287-5301,1.237
1079-9389,1.3969999999999998
1438-1656,2.576
0965-9978,3.198
1615-715X,0.7340000000000001
1687-7357,2.05
0361-2317,1.023
1472-3581,1.168
0963-5483,0.705
0010-5082,1.114
1364-7830,1.744
1007-5704,3.181
1007-5704,3.181
1931-4523,1.222
1931-4523,1.222
0361-0918,0.501
1585-8553,0.943
1096-4959,1.6840000000000002
0741-5400,4.224
0022-2291,1.044
0020-3157,0.733
2110-5820,3.7710000000000004
0003-4088,0.889
0003-486X,4.768
0003-4487,0.222
0306-4549,1.476
0242-6498,0.373
0003-3804,2.557
0091-1798,2.1180000000000003
0037-9271,0.515
0890-5096,1.3630000000000002
0003-455X,0.732
0066-4103,2.233
1081-0706,9.032
0066-4197,9.589
1743-9191,2.693
1066-8969,1.188
0020-7721,2.185
0957-7572,1.339
1290-0729,3.361
0195-928X,0.8290000000000001
0143-3369,0.652
1139-6709,0.7959999999999999
1059-941X,1.745
1180-4882,5.182
0022-4006,1.436
1742-5689,3.355
0035-9254,1.75
0008-6223,7.082000000000001
1758-3004,1.109
1664-3828,2.221
1869-408X,1.4509999999999998
1054-8807,2.496
1755-5914,2.245
1634-0744,0.7609999999999999
1011-372X,2.911
0168-874X,2.253
1050-4648,3.185
0015-363X,0.139
0015-5659,0.49700000000000005
1021-7762,0.545
1939-3210,2.407
2212-4292,2.371
0890-5436,0.595
1064-590X,0.5429999999999999
0268-005X,5.0889999999999995
0379-5721,1.881
0306-9192,3.111
0306-9192,3.111
1744-117X,2.9130000000000003
0147-9571,1.92
0965-5425,0.677
0332-1649,0.534
0965-2299,2.084
1076-2787,1.829
0927-6440,1.048
1359-835X,4.513999999999999
0266-3538,5.16
2469-9322,0.489
1476-9271,1.412
1735-143X,1.81
1386-6346,3.415
1019-3316,0.47200000000000003
2151-0733,0.835
1527-0297,1.854
0954-0083,1.047
0315-0860,0.267
0073-2753,0.795
0213-3911,2.015
0017-6192,0.893
0887-9311,0.606
1532-0073,0.711
0066-4227,9.808
1027-8117,1.05
1396-0296,1.55
0929-5585,0.516
0142-694X,2.133
1534-5807,9.616
0949-944X,2.125
1932-8451,2.5980000000000003
1471-8731,0.98
1178-7007,2.9610000000000003
0145-7217,1.736
1479-1641,3.34
0278-0240,2.949
1936-6574,1.8630000000000002
1650-1977,1.8019999999999998
1650-1977,1.8019999999999998
2164-6325,0.986
0165-0378,2.322
0890-765X,1.7619999999999998
1099-6362,2.7760000000000002
1059-8405,1.446
0022-5142,2.379
0022-4456,0.534
1521-6934,2.71
0005-9900,0.7170000000000001
0264-6021,3.8569999999999998
1342-4815,0.8059999999999999
1344-6606,0.379
1071-1007,2.653
1872-4973,5.6370000000000005
0378-1127,3.1689999999999996
1437-4781,1.7409999999999999
0950-1746,0.275
1311-0454,2.865
1367-9120,2.866
0277-0903,2.0140000000000002
2329-4124,2.688
1087-0547,3.668
1556-6560,2.9930000000000003
1095-6670,1.837
0145-479X,2.9139999999999997
0021-9266,0.633
0393-974X,1.3969999999999998
0393-974X,1.3969999999999998
0393-974X,1.3969999999999998
0885-3282,2.082
0021-9290,2.431
1550-7033,5.0680000000000005
1550-7033,5.0680000000000005
2211-3452,1.193
1080-7039,1.508
0018-7208,2.371
0340-6717,3.93
1083-1363,1.341
0047-2425,2.405
0360-1234,1.273
0972-060X,0.6809999999999999
1496-4155,1.531
1533-2640,0.851
1746-4269,2.181
0378-8741,3.115
0378-8741,3.115
0022-0957,5.354
0022-1007,10.79
1745-8080,1.3619999999999999
1552-5007,2.432
1552-5007,2.432
1462-7264,0.569
0141-9382,1.175
1023-3830,2.99
0925-4692,3.304
0315-5986,0.257
0868-4952,1.386
1091-9856,1.392
0020-1669,4.7
0020-1693,2.2640000000000002
0020-1685,0.6990000000000001
2470-1556,
0990-0632,0.741
0990-0632,0.741
1672-9609,2.0909999999999997
0020-1812,1.675
1748-3182,2.727
1083-8791,4.484
0340-1200,1.44
2042-6410,3.543
1354-750X,1.976
1354-750X,1.976
0269-3879,1.6880000000000002
0269-3879,1.6880000000000002
0013-5585,1.0959999999999999
1746-8094,2.783
0939-8368,0.16699999999999998
1044-3983,4.9910000000000005
1087-0571,2.355
0250-5991,1.528
0021-9355,4.583
0373-6687,1.079
1744-2591,1.226
0971-6777,0.172
1488-2159,0.978
0171-5216,3.282
0733-9496,3.197
0733-950X,1.4809999999999999
0022-541X,2.055
0167-6105,2.6889999999999996
0947-5745,3.286
1525-4135,4.1160000000000005
2380-6583,10.133
2168-6068,8.107000000000001
2168-6165,6.669
2168-622X,16.642
1525-3961,2.716
2056-5135,1.558
1047-4838,2.145
1047-4838,2.145
2189-7654,0.605
1556-4959,3.46
0140-7775,2.004
2062-249X,1.6580000000000001
0022-1120,2.8930000000000002
0889-9746,2.434
0145-8884,1.5519999999999998
2191-9496,4.6739999999999995
1536-1365,1.0290000000000001
0065-3195,2.677
0169-1864,0.961
2198-3844,12.440999999999999
0273-1177,1.5290000000000001
1095-0761,1.6
1875-9637,2.346
0001-9240,0.696
0278-6826,2.0
2375-6314,0.889
1270-9638,2.228
2156-4574,0.5
1022-0119,0.879
0096-140X,2.2159999999999997
1368-5538,2.5
1677-5538,0.976
0268-1315,2.2840000000000003
1985-4668,0.5589999999999999
1876-3413,1.797
1743-8225,0.648
1743-8225,0.648
1475-472X,0.603
0278-6125,3.699
0025-3154,1.403
0948-4280,1.119
2050-7526,5.976
1438-4957,1.693
2238-7854,3.398
0022-2461,2.9930000000000003
0957-4522,2.324
0957-4522,2.324
0957-4530,2.448
0021-7824,1.848
0022-2623,6.252999999999999
1369-6998,2.2640000000000002
2193-1127,2.9819999999999998
2196-0763,2.436
1736-4728,0.927
1355-7858,1.766
1022-6877,2.653
0940-1334,3.617
0940-1334,3.617
1148-5493,1.72
2047-2404,8.336
0956-7925,1.0
0961-5423,2.4090000000000003
1010-7940,3.5039999999999996
1474-5151,2.6510000000000002
0804-4643,4.333
1964-8189,1.29
1964-8189,1.29
1086-8089,1.298
1300-6045,0.452
2157-1716,3.3569999999999998
1937-5093,1.219
1434-0275,0.158
1434-0275,0.158
0300-8630,0.698
0968-0160,1.903
0942-2056,3.21
1961-9502,1.525
1961-9502,1.525
0288-4534,1.6380000000000001
2451-9448,5.5920000000000005
1541-9061,1.875
2056-5968,4.462
2228-5806,2.363
0272-4340,3.895
0272-4340,3.895
1001-0602,15.392999999999999
0963-6897,2.885
0969-0239,3.8089999999999997
1733-7178,1.04
1210-7778,0.8
0333-1024,3.8819999999999997
0862-5468,0.68
1015-9770,2.931
0960-0779,2.213
0352-9568,1.383
1612-1872,1.617
1130-1406,0.9890000000000001
0185-1101,1.286
2007-1124,0.768
0761-8417,0.34299999999999997
1583-3186,0.6609999999999999
0034-8910,1.911
0172-8172,1.952
0035-6883,0.978
1468-0629,2.193
0736-5845,3.464
1506-218X,0.899
1539-7734,1.115
0925-4773,1.9
0888-3270,4.37
1385-2000,1.364
0957-4158,2.423
0957-4158,2.423
0098-8847,2.807
1642-3593,1.5919999999999999
0921-8009,3.895
0925-8574,3.023
2045-7758,2.34
0013-0001,1.5
1687-5869,1.3780000000000001
0924-8579,4.253
0218-2130,0.565
1499-2027,1.7590000000000001
1479-5868,5.547999999999999
1758-0366,2.266
0141-8130,3.909
0020-7128,2.577
0899-8418,3.1
1936-2625,1.396
0946-1965,1.11
0140-0118,1.9709999999999999
0025-7079,3.338
0308-0110,4.405
0025-7273,0.867
1361-8415,5.356
0399-077X,1.307
0300-8584,3.202
0928-1258,0.218
1357-0560,2.92
0198-6325,8.29
0025-7974,2.028
2035-3006,1.183
1660-5446,1.0
1865-9284,1.925
1072-3714,2.673
1598-9623,1.952
1540-4196,1.744
0026-0495,5.962999999999999
1073-5623,1.8869999999999998
0177-7971,1.3559999999999999
0095-3628,3.614
0095-3628,3.614
1070-4280,0.655
1061-8562,0.961
1875-6891,2.0
0951-192X,1.995
